,state,time,testing,app,ages
58,0,2.000008374982588,0,0,6
59,0,2.000008374982588,0,0,8
60,0,2.000008374982588,0,0,6
61,0,2.000008374982588,0,0,1
62,0,2.000008374982588,0,0,8
63,0,2.000008374982588,0,0,6
64,0,2.000008374982588,0,0,1
65,0,2.000008374982588,0,0,3
66,0,2.000008374982588,0,0,2
67,0,2.000008374982588,0,0,4
68,0,2.000008374982588,0,0,7
69,0,2.000008374982588,0,0,2
70,0,2.000008374982588,0,0,1
71,0,2.000008374982588,0,0,5
72,0,2.000008374982588,0,0,1
73,0,2.000008374982588,0,0,2
74,0,2.000008374982588,0,0,3
75,0,2.000008374982588,0,0,9
76,0,2.000008374982588,0,0,8
77,0,2.000008374982588,0,0,3
78,0,2.000008374982588,0,0,5
79,0,2.000008374982588,0,0,2
80,0,2.000008374982588,0,0,9
81,0,2.000008374982588,0,0,3
82,0,2.000008374982588,0,0,2
83,0,2.000008374982588,0,0,9
84,0,2.000008374982588,0,0,2
85,0,2.000008374982588,0,0,4
86,0,2.000008374982588,0,0,7
87,0,2.000008374982588,0,0,5
88,0,2.000008374982588,0,0,9
89,0,2.000008374982588,0,0,8
90,0,2.000008374982588,0,0,8
91,0,2.000008374982588,0,0,4
92,0,2.000008374982588,0,0,5
93,0,2.000008374982588,0,0,4
94,0,2.000008374982588,0,0,6
95,0,2.000008374982588,0,0,1
96,0,2.000008374982588,0,0,3
97,0,2.000008374982588,0,0,8
98,0,2.000008374982588,0,0,2
99,0,2.000008374982588,0,0,5
100,0,2.000008374982588,0,0,3
101,0,2.000008374982588,0,0,3
102,0,2.000008374982588,0,0,8
103,0,2.000008374982588,0,0,6
104,0,2.000008374982588,0,0,2
105,0,2.000008374982588,0,0,8
106,0,2.000008374982588,0,0,4
107,0,2.000008374982588,0,0,6
108,0,2.000008374982588,0,0,6
109,0,2.000008374982588,0,0,7
110,0,2.000008374982588,0,0,5
111,0,2.000008374982588,0,0,7
112,0,2.000008374982588,0,0,8
113,0,2.000008374982588,0,0,5
114,0,2.000008374982588,0,0,3
115,0,2.000008374982588,0,0,4
116,0,2.000008374982588,0,0,2
117,0,2.000008374982588,0,0,5
118,0,2.000008374982588,0,0,6
119,0,2.000008374982588,0,0,9
120,0,2.000008374982588,0,0,5
121,0,2.000008374982588,0,0,2
122,0,2.000008374982588,0,0,8
123,0,2.000008374982588,0,0,4
124,0,2.000008374982588,0,0,3
125,0,2.000008374982588,0,0,6
126,0,2.000008374982588,0,0,6
127,0,2.000008374982588,0,0,5
128,0,2.000008374982588,0,0,3
129,0,2.000008374982588,0,0,2
130,0,2.000008374982588,0,0,6
131,0,2.000008374982588,0,0,2
132,0,2.000008374982588,0,0,2
133,0,2.000008374982588,0,0,5
134,0,2.000008374982588,0,0,7
135,0,2.000008374982588,0,0,8
136,0,2.000008374982588,0,0,7
137,0,2.000008374982588,0,0,7
138,0,2.000008374982588,0,0,8
139,0,2.000008374982588,0,0,4
140,0,2.000008374982588,0,0,9
141,0,2.000008374982588,0,0,4
142,0,2.000008374982588,0,0,5
143,0,2.000008374982588,0,0,4
144,0,2.000008374982588,0,0,2
145,0,2.000008374982588,0,0,5
146,0,2.000008374982588,0,0,1
147,0,2.000008374982588,0,0,6
148,0,2.000008374982588,0,0,4
149,0,2.000008374982588,0,0,2
150,0,2.000008374982588,0,0,6
151,0,2.000008374982588,0,0,2
152,0,2.000008374982588,0,0,3
153,0,2.000008374982588,0,0,9
154,0,2.000008374982588,0,0,1
155,0,2.000008374982588,0,0,4
156,0,2.000008374982588,0,0,4
157,0,2.000008374982588,0,0,4
158,0,2.000008374982588,0,0,7
159,0,2.000008374982588,0,0,6
160,0,2.000008374982588,0,0,2
161,1,0.1559508469571961,0,0,4
162,0,2.000008374982588,0,0,1
163,0,2.000008374982588,0,0,5
164,0,2.000008374982588,0,0,9
165,0,2.000008374982588,0,0,7
166,0,2.000008374982588,0,0,7
167,0,2.000008374982588,0,0,9
168,0,2.000008374982588,0,0,4
169,0,2.000008374982588,0,0,8
170,0,2.000008374982588,0,0,4
171,0,2.000008374982588,0,0,2
172,0,2.000008374982588,0,0,3
173,0,2.000008374982588,0,0,8
174,0,2.000008374982588,0,0,4
175,0,2.000008374982588,0,0,5
176,0,2.000008374982588,0,0,6
177,0,2.000008374982588,0,0,9
178,0,2.000008374982588,0,0,8
179,0,2.000008374982588,0,0,7
180,0,2.000008374982588,0,0,9
181,0,2.000008374982588,0,0,5
182,0,2.000008374982588,0,0,7
183,0,2.000008374982588,0,0,7
184,0,2.000008374982588,0,0,9
185,0,2.000008374982588,0,0,1
186,5,0.4539720989958249,1,0,9
187,0,2.000008374982588,0,0,9
188,8,0.8928390112444372,2,0,8
189,0,2.000008374982588,0,0,6
190,0,2.000008374982588,0,0,6
191,0,2.000008374982588,0,0,6
192,0,2.000008374982588,0,0,4
193,0,2.000008374982588,0,0,7
194,0,2.000008374982588,0,0,9
195,0,2.000008374982588,0,0,2
196,0,2.000008374982588,0,0,6
197,0,2.000008374982588,0,0,9
198,0,2.000008374982588,0,0,2
199,0,2.000008374982588,0,0,5
200,0,2.000008374982588,0,0,6
201,0,2.000008374982588,0,0,7
202,0,2.000008374982588,0,0,4
203,0,2.000008374982588,0,0,4
204,0,2.000008374982588,0,0,7
205,0,2.000008374982588,0,0,9
206,0,2.000008374982588,0,0,8
207,0,2.000008374982588,0,0,2
208,0,2.000008374982588,0,0,4
209,0,2.000008374982588,0,0,6
210,0,2.000008374982588,0,0,4
211,0,2.000008374982588,0,0,7
212,0,2.000008374982588,0,0,9
213,1,0.12900645978658035,0,0,7
214,0,2.000008374982588,0,0,8
215,0,2.000008374982588,0,0,6
216,0,2.000008374982588,0,0,2
217,0,2.000008374982588,0,0,4
218,0,2.000008374982588,0,0,8
219,0,2.000008374982588,0,0,6
220,0,2.000008374982588,0,0,7
221,0,2.000008374982588,0,0,4
222,0,2.000008374982588,0,0,4
223,8,1.3888606841580837,2,0,6
224,0,2.000008374982588,0,0,8
225,0,2.000008374982588,0,0,3
226,0,2.000008374982588,0,0,7
227,0,2.000008374982588,0,0,3
228,0,2.000008374982588,0,0,6
229,0,2.000008374982588,0,0,3
230,0,2.000008374982588,0,0,2
231,0,2.000008374982588,0,0,9
232,0,2.000008374982588,0,0,7
233,0,2.000008374982588,0,0,4
234,0,2.000008374982588,0,0,9
235,0,2.000008374982588,0,0,7
236,0,2.000008374982588,0,0,8
237,0,2.000008374982588,0,0,1
238,0,2.000008374982588,0,0,4
239,0,2.000008374982588,0,0,1
240,0,2.000008374982588,0,0,7
241,0,2.000008374982588,0,0,3
242,0,2.000008374982588,0,0,5
243,0,2.000008374982588,0,0,5
244,0,2.000008374982588,0,0,3
245,0,2.000008374982588,0,0,5
246,0,2.000008374982588,0,0,8
247,0,2.000008374982588,0,0,5
248,0,2.000008374982588,0,0,5
249,0,2.000008374982588,0,0,7
250,0,2.000008374982588,0,0,5
251,0,2.000008374982588,0,0,4
252,0,2.000008374982588,0,0,4
253,0,2.000008374982588,0,0,3
254,0,2.000008374982588,0,0,7
255,0,2.000008374982588,0,0,6
256,0,2.000008374982588,0,0,9
257,0,2.000008374982588,0,0,3
258,8,0.7781212416241039,2,0,6
259,0,2.000008374982588,0,0,5
260,0,2.000008374982588,0,0,3
261,0,2.000008374982588,0,0,3
262,0,2.000008374982588,0,0,3
263,0,2.000008374982588,0,0,9
264,0,2.000008374982588,0,0,5
265,0,2.000008374982588,0,0,9
266,0,2.000008374982588,0,0,8
267,0,2.000008374982588,0,0,3
268,0,2.000008374982588,0,0,8
269,0,2.000008374982588,0,0,3
270,0,2.000008374982588,0,0,5
271,0,2.000008374982588,0,0,4
272,0,2.000008374982588,0,0,4
273,0,2.000008374982588,0,0,4
274,0,2.000008374982588,0,0,5
275,0,2.000008374982588,0,0,1
276,0,2.000008374982588,0,0,9
277,0,2.000008374982588,0,0,9
278,0,2.000008374982588,0,0,6
279,0,2.000008374982588,0,0,9
280,0,2.000008374982588,0,0,8
281,0,2.000008374982588,0,0,4
282,0,2.000008374982588,0,0,3
283,0,2.000008374982588,0,0,3
284,0,2.000008374982588,0,0,8
285,0,2.000008374982588,0,0,4
286,0,2.000008374982588,0,0,9
287,0,2.000008374982588,0,0,8
288,0,2.000008374982588,0,0,7
289,0,2.000008374982588,0,0,2
290,0,2.000008374982588,0,0,4
291,0,2.000008374982588,0,0,3
292,0,2.000008374982588,0,0,5
293,0,2.000008374982588,0,0,7
294,0,2.000008374982588,0,0,9
295,0,2.000008374982588,0,0,7
296,0,2.000008374982588,0,0,1
297,0,2.000008374982588,0,0,5
298,0,2.000008374982588,0,0,2
299,0,2.000008374982588,0,0,5
300,0,2.000008374982588,0,0,8
301,0,2.000008374982588,0,0,8
302,0,2.000008374982588,0,0,7
303,0,2.000008374982588,0,0,8
304,0,2.000008374982588,0,0,6
305,0,2.000008374982588,0,0,3
306,0,2.000008374982588,0,0,8
307,0,2.000008374982588,0,0,7
308,0,2.000008374982588,0,0,7
309,0,2.000008374982588,0,0,2
310,0,2.000008374982588,0,0,4
311,0,2.000008374982588,0,0,7
312,0,2.000008374982588,0,0,8
313,0,2.000008374982588,0,0,4
314,0,2.000008374982588,0,0,3
315,0,2.000008374982588,0,0,9
316,0,2.000008374982588,0,0,8
317,0,2.000008374982588,0,0,2
318,0,2.000008374982588,0,0,3
319,0,2.000008374982588,0,0,7
320,0,2.000008374982588,0,0,5
321,0,2.000008374982588,0,0,7
322,0,2.000008374982588,0,0,8
323,0,2.000008374982588,0,0,1
324,0,2.000008374982588,0,0,8
325,0,2.000008374982588,0,0,9
326,0,2.000008374982588,0,0,4
327,0,2.000008374982588,0,0,4
328,0,2.000008374982588,0,0,4
329,0,2.000008374982588,0,0,5
330,0,2.000008374982588,0,0,5
331,0,2.000008374982588,0,0,5
332,0,2.000008374982588,0,0,7
333,0,2.000008374982588,0,0,2
334,0,2.000008374982588,0,0,7
335,0,2.000008374982588,0,0,2
336,0,2.000008374982588,0,0,8
337,0,2.000008374982588,0,0,6
338,0,2.000008374982588,0,0,5
339,0,2.000008374982588,0,0,7
340,0,2.000008374982588,0,0,9
341,0,2.000008374982588,0,0,8
342,0,2.000008374982588,0,0,1
343,0,2.000008374982588,0,0,8
344,0,2.000008374982588,0,0,3
345,0,2.000008374982588,0,0,2
346,0,2.000008374982588,0,0,6
347,0,2.000008374982588,0,0,9
348,0,2.000008374982588,0,0,5
349,0,2.000008374982588,0,0,8
350,0,2.000008374982588,0,0,6
351,0,2.000008374982588,0,0,6
352,0,2.000008374982588,0,0,9
353,0,2.000008374982588,0,0,8
354,0,2.000008374982588,0,0,2
355,0,2.000008374982588,0,0,8
356,0,2.000008374982588,0,0,5
357,0,2.000008374982588,0,0,5
358,8,0.33843783279454825,2,0,2
359,0,2.000008374982588,0,0,9
360,0,2.000008374982588,0,0,2
361,0,2.000008374982588,0,0,7
362,0,2.000008374982588,0,0,7
363,0,2.000008374982588,0,0,8
364,0,2.000008374982588,0,0,7
365,0,2.000008374982588,0,0,5
366,0,2.000008374982588,0,0,6
367,0,2.000008374982588,0,0,9
368,0,2.000008374982588,0,0,7
369,0,2.000008374982588,0,0,4
370,0,2.000008374982588,0,0,8
371,0,2.000008374982588,0,0,5
372,0,2.000008374982588,0,0,2
373,0,2.000008374982588,0,0,4
374,0,2.000008374982588,0,0,3
375,0,2.000008374982588,0,0,7
376,0,2.000008374982588,0,0,8
377,1,0.35027703321800063,0,0,3
378,0,2.000008374982588,0,0,8
379,0,2.000008374982588,0,0,7
380,0,2.000008374982588,0,0,5
381,0,2.000008374982588,0,0,5
382,0,2.000008374982588,0,0,5
383,0,2.000008374982588,0,0,6
384,0,2.000008374982588,0,0,2
385,0,2.000008374982588,0,0,3
386,0,2.000008374982588,0,0,3
387,0,2.000008374982588,0,0,9
388,0,2.000008374982588,0,0,2
389,0,2.000008374982588,0,0,2
390,0,2.000008374982588,0,0,3
391,0,2.000008374982588,0,0,7
392,0,2.000008374982588,0,0,3
393,0,2.000008374982588,0,0,3
394,0,2.000008374982588,0,0,6
395,0,2.000008374982588,0,0,6
396,0,2.000008374982588,0,0,4
397,0,2.000008374982588,0,0,6
398,0,2.000008374982588,0,0,8
399,0,2.000008374982588,0,0,8
400,0,2.000008374982588,0,0,6
401,0,2.000008374982588,0,0,9
402,0,2.000008374982588,0,0,5
403,0,2.000008374982588,0,0,5
404,0,2.000008374982588,0,0,3
405,0,2.000008374982588,0,0,3
406,0,2.000008374982588,0,0,5
407,0,2.000008374982588,0,0,7
408,0,2.000008374982588,0,0,1
409,0,2.000008374982588,0,0,6
410,0,2.000008374982588,0,0,5
411,0,2.000008374982588,0,0,8
412,0,2.000008374982588,0,0,5
413,0,2.000008374982588,0,0,9
414,0,2.000008374982588,0,0,8
415,0,2.000008374982588,0,0,9
416,0,2.000008374982588,0,0,8
417,0,2.000008374982588,0,0,7
418,0,2.000008374982588,0,0,4
419,0,2.000008374982588,0,0,3
420,0,2.000008374982588,0,0,7
421,0,2.000008374982588,0,0,4
422,0,2.000008374982588,0,0,7
423,0,2.000008374982588,0,0,3
424,0,2.000008374982588,0,0,5
425,0,2.000008374982588,0,0,2
426,0,2.000008374982588,0,0,8
427,0,2.000008374982588,0,0,7
428,0,2.000008374982588,0,0,4
429,0,2.000008374982588,0,0,3
430,0,2.000008374982588,0,0,7
431,0,2.000008374982588,0,0,2
432,0,2.000008374982588,0,0,1
433,0,2.000008374982588,0,0,8
434,0,2.000008374982588,0,0,3
435,0,2.000008374982588,0,0,4
436,0,2.000008374982588,0,0,2
437,0,2.000008374982588,0,0,1
438,0,2.000008374982588,0,0,3
439,0,2.000008374982588,0,0,9
440,0,2.000008374982588,0,0,2
441,0,2.000008374982588,0,0,5
442,0,2.000008374982588,0,0,5
443,0,2.000008374982588,0,0,5
444,0,2.000008374982588,0,0,3
445,0,2.000008374982588,0,0,2
446,0,2.000008374982588,0,0,4
447,0,2.000008374982588,0,0,6
448,0,2.000008374982588,0,0,8
449,8,1.7452614417330952,2,0,7
450,0,2.000008374982588,0,0,9
451,0,2.000008374982588,0,0,3
452,0,2.000008374982588,0,0,1
453,0,2.000008374982588,0,0,1
454,0,2.000008374982588,0,0,2
455,0,2.000008374982588,0,0,9
456,0,2.000008374982588,0,0,7
457,0,2.000008374982588,0,0,7
458,0,2.000008374982588,0,0,8
459,0,2.000008374982588,0,0,4
460,0,2.000008374982588,0,0,9
461,0,2.000008374982588,0,0,4
462,0,2.000008374982588,0,0,2
463,1,1.0255197056451855,0,0,2
464,0,2.000008374982588,0,0,3
465,0,2.000008374982588,0,0,2
466,0,2.000008374982588,0,0,6
467,0,2.000008374982588,0,0,2
468,0,2.000008374982588,0,0,8
469,0,2.000008374982588,0,0,8
470,0,2.000008374982588,0,0,2
471,0,2.000008374982588,0,0,2
472,0,2.000008374982588,0,0,8
473,0,2.000008374982588,0,0,6
474,0,2.000008374982588,0,0,8
475,0,2.000008374982588,0,0,9
476,0,2.000008374982588,0,0,5
477,0,2.000008374982588,0,0,3
478,0,2.000008374982588,0,0,6
479,0,2.000008374982588,0,0,5
480,0,2.000008374982588,0,0,5
481,0,2.000008374982588,0,0,3
482,0,2.000008374982588,0,0,6
483,0,2.000008374982588,0,0,9
484,0,2.000008374982588,0,0,6
485,0,2.000008374982588,0,0,4
486,0,2.000008374982588,0,0,7
487,0,2.000008374982588,0,0,8
488,1,0.06613622305514559,0,0,2
489,0,2.000008374982588,0,0,9
490,0,2.000008374982588,0,0,9
491,0,2.000008374982588,0,0,9
492,0,2.000008374982588,0,0,1
493,0,2.000008374982588,0,0,2
494,0,2.000008374982588,0,0,7
495,0,2.000008374982588,0,0,2
496,0,2.000008374982588,0,0,5
497,0,2.000008374982588,0,0,6
498,0,2.000008374982588,0,0,5
499,0,2.000008374982588,0,0,1
500,0,2.000008374982588,0,0,2
501,0,2.000008374982588,0,0,6
502,0,2.000008374982588,0,0,6
503,0,2.000008374982588,0,0,6
504,0,2.000008374982588,0,0,2
505,0,2.000008374982588,0,0,4
506,0,2.000008374982588,0,0,4
507,0,2.000008374982588,0,0,5
508,0,2.000008374982588,0,0,8
509,0,2.000008374982588,0,0,4
510,0,2.000008374982588,0,0,9
511,0,2.000008374982588,0,0,7
512,0,2.000008374982588,0,0,1
513,0,2.000008374982588,0,0,5
514,0,2.000008374982588,0,0,8
515,0,2.000008374982588,0,0,4
516,0,2.000008374982588,0,0,3
517,0,2.000008374982588,0,0,3
518,0,2.000008374982588,0,0,2
519,0,2.000008374982588,0,0,9
520,0,2.000008374982588,0,0,6
521,0,2.000008374982588,0,0,8
522,0,2.000008374982588,0,0,5
523,0,2.000008374982588,0,0,7
524,0,2.000008374982588,0,0,8
525,0,2.000008374982588,0,0,2
526,0,2.000008374982588,0,0,3
527,0,2.000008374982588,0,0,7
528,0,2.000008374982588,0,0,3
529,0,2.000008374982588,0,0,6
530,0,2.000008374982588,0,0,6
531,0,2.000008374982588,0,0,9
532,0,2.000008374982588,0,0,5
533,0,2.000008374982588,0,0,8
534,0,2.000008374982588,0,0,8
535,0,2.000008374982588,0,0,3
536,0,2.000008374982588,0,0,6
537,0,2.000008374982588,0,0,8
538,0,2.000008374982588,0,0,7
539,0,2.000008374982588,0,0,6
540,0,2.000008374982588,0,0,7
541,0,2.000008374982588,0,0,9
542,0,2.000008374982588,0,0,9
543,0,2.000008374982588,0,0,4
544,0,2.000008374982588,0,0,3
545,0,2.000008374982588,0,0,2
546,0,2.000008374982588,0,0,4
547,0,2.000008374982588,0,0,1
548,0,2.000008374982588,0,0,6
549,0,2.000008374982588,0,0,5
550,0,2.000008374982588,0,0,2
551,0,2.000008374982588,0,0,3
552,0,2.000008374982588,0,0,6
553,0,2.000008374982588,0,0,8
554,0,2.000008374982588,0,0,4
555,0,2.000008374982588,0,0,1
556,0,2.000008374982588,0,0,2
557,0,2.000008374982588,0,0,9
558,0,2.000008374982588,0,0,8
559,8,1.1145178329663223,2,0,3
560,0,2.000008374982588,0,0,4
561,0,2.000008374982588,0,0,5
562,0,2.000008374982588,0,0,4
563,0,2.000008374982588,0,0,4
564,0,2.000008374982588,0,0,8
565,0,2.000008374982588,0,0,9
566,0,2.000008374982588,0,0,7
567,0,2.000008374982588,0,0,9
568,0,2.000008374982588,0,0,3
569,0,2.000008374982588,0,0,5
570,0,2.000008374982588,0,0,6
571,0,2.000008374982588,0,0,2
572,0,2.000008374982588,0,0,8
573,0,2.000008374982588,0,0,3
574,0,2.000008374982588,0,0,9
575,0,2.000008374982588,0,0,7
576,0,2.000008374982588,0,0,7
577,0,2.000008374982588,0,0,3
578,0,2.000008374982588,0,0,7
579,0,2.000008374982588,0,0,3
580,0,2.000008374982588,0,0,3
581,0,2.000008374982588,0,0,8
582,0,2.000008374982588,0,0,8
583,0,2.000008374982588,0,0,6
584,0,2.000008374982588,0,0,7
585,0,2.000008374982588,0,0,7
586,0,2.000008374982588,0,0,6
587,0,2.000008374982588,0,0,2
588,0,2.000008374982588,0,0,2
589,0,2.000008374982588,0,0,6
590,0,2.000008374982588,0,0,4
591,0,2.000008374982588,0,0,2
592,0,2.000008374982588,0,0,7
593,0,2.000008374982588,0,0,3
594,0,2.000008374982588,0,0,4
595,0,2.000008374982588,0,0,5
596,0,2.000008374982588,0,0,7
597,0,2.000008374982588,0,0,3
598,0,2.000008374982588,0,0,8
599,0,2.000008374982588,0,0,3
600,0,2.000008374982588,0,0,1
601,0,2.000008374982588,0,0,3
602,0,2.000008374982588,0,0,9
603,0,2.000008374982588,0,0,1
604,0,2.000008374982588,0,0,3
605,2,0.0,0,0,3
606,0,2.000008374982588,0,0,1
607,0,2.000008374982588,0,0,6
608,0,2.000008374982588,0,0,4
609,0,2.000008374982588,0,0,8
610,0,2.000008374982588,0,0,2
611,0,2.000008374982588,0,0,4
612,0,2.000008374982588,0,0,4
613,0,2.000008374982588,0,0,9
614,0,2.000008374982588,0,0,8
615,0,2.000008374982588,0,0,9
616,0,2.000008374982588,0,0,3
617,0,2.000008374982588,0,0,8
618,0,2.000008374982588,0,0,7
619,0,2.000008374982588,0,0,7
620,0,2.000008374982588,0,0,5
621,0,2.000008374982588,0,0,8
622,0,2.000008374982588,0,0,5
623,0,2.000008374982588,0,0,4
624,0,2.000008374982588,0,0,3
625,0,2.000008374982588,0,0,6
626,0,2.000008374982588,0,0,1
627,0,2.000008374982588,0,0,7
628,0,2.000008374982588,0,0,6
629,0,2.000008374982588,0,0,9
630,8,1.4186628093619507,2,0,6
631,0,2.000008374982588,0,0,7
632,0,2.000008374982588,0,0,8
633,0,2.000008374982588,0,0,7
634,0,2.000008374982588,0,0,4
635,0,2.000008374982588,0,0,9
636,0,2.000008374982588,0,0,6
637,0,2.000008374982588,0,0,3
638,0,2.000008374982588,0,0,3
639,0,2.000008374982588,0,0,4
640,0,2.000008374982588,0,0,9
641,0,2.000008374982588,0,0,6
642,0,2.000008374982588,0,0,5
643,0,2.000008374982588,0,0,3
644,0,2.000008374982588,0,0,2
645,0,2.000008374982588,0,0,7
646,0,2.000008374982588,0,0,8
647,0,2.000008374982588,0,0,7
648,0,2.000008374982588,0,0,2
649,0,2.000008374982588,0,0,5
650,0,2.000008374982588,0,0,4
651,0,2.000008374982588,0,0,6
652,0,2.000008374982588,0,0,5
653,0,2.000008374982588,0,0,2
654,0,2.000008374982588,0,0,8
655,0,2.000008374982588,0,0,9
656,0,2.000008374982588,0,0,5
657,0,2.000008374982588,0,0,1
658,0,2.000008374982588,0,0,6
659,0,2.000008374982588,0,0,2
660,0,2.000008374982588,0,0,2
661,0,2.000008374982588,0,0,4
662,0,2.000008374982588,0,0,1
663,0,2.000008374982588,0,0,6
664,0,2.000008374982588,0,0,6
665,0,2.000008374982588,0,0,8
666,0,2.000008374982588,0,0,1
667,0,2.000008374982588,0,0,9
668,0,2.000008374982588,0,0,5
669,0,2.000008374982588,0,0,1
670,0,2.000008374982588,0,0,5
671,0,2.000008374982588,0,0,3
672,0,2.000008374982588,0,0,2
673,0,2.000008374982588,0,0,9
674,0,2.000008374982588,0,0,9
675,0,2.000008374982588,0,0,5
676,0,2.000008374982588,0,0,1
677,0,2.000008374982588,0,0,6
678,0,2.000008374982588,0,0,8
679,0,2.000008374982588,0,0,3
680,0,2.000008374982588,0,0,2
681,0,2.000008374982588,0,0,8
682,0,2.000008374982588,0,0,9
683,0,2.000008374982588,0,0,9
684,0,2.000008374982588,0,0,9
685,0,2.000008374982588,0,0,7
686,0,2.000008374982588,0,0,5
687,0,2.000008374982588,0,0,4
688,0,2.000008374982588,0,0,9
689,0,2.000008374982588,0,0,2
690,0,2.000008374982588,0,0,4
691,0,2.000008374982588,0,0,6
692,0,2.000008374982588,0,0,7
693,0,2.000008374982588,0,0,9
694,0,2.000008374982588,0,0,7
695,0,2.000008374982588,0,0,3
696,0,2.000008374982588,0,0,6
697,0,2.000008374982588,0,0,7
698,0,2.000008374982588,0,0,3
699,0,2.000008374982588,0,0,8
700,0,2.000008374982588,0,0,2
701,0,2.000008374982588,0,0,5
702,0,2.000008374982588,0,0,4
703,0,2.000008374982588,0,0,8
704,0,2.000008374982588,0,0,4
705,0,2.000008374982588,0,0,7
706,0,2.000008374982588,0,0,2
707,0,2.000008374982588,0,0,6
708,0,2.000008374982588,0,0,8
709,0,2.000008374982588,0,0,6
710,0,2.000008374982588,0,0,7
711,0,2.000008374982588,0,0,2
712,0,2.000008374982588,0,0,1
713,0,2.000008374982588,0,0,4
714,0,2.000008374982588,0,0,1
715,0,2.000008374982588,0,0,3
716,0,2.000008374982588,0,0,4
717,0,2.000008374982588,0,0,8
718,0,2.000008374982588,0,0,8
719,0,2.000008374982588,0,0,2
720,0,2.000008374982588,0,0,5
721,0,2.000008374982588,0,0,4
722,0,2.000008374982588,0,0,4
723,0,2.000008374982588,0,0,6
724,0,2.000008374982588,0,0,7
725,0,2.000008374982588,0,0,9
726,0,2.000008374982588,0,0,1
727,0,2.000008374982588,0,0,5
728,0,2.000008374982588,0,0,1
729,0,2.000008374982588,0,0,4
730,0,2.000008374982588,0,0,7
731,0,2.000008374982588,0,0,4
732,0,2.000008374982588,0,0,9
733,0,2.000008374982588,0,0,6
734,0,2.000008374982588,0,0,8
735,1,0.45478859557675266,0,0,6
736,0,2.000008374982588,0,0,7
737,0,2.000008374982588,0,0,8
738,0,2.000008374982588,0,0,6
739,0,2.000008374982588,0,0,7
740,0,2.000008374982588,0,0,6
741,0,2.000008374982588,0,0,7
742,0,2.000008374982588,0,0,7
743,0,2.000008374982588,0,0,5
744,0,2.000008374982588,0,0,2
745,0,2.000008374982588,0,0,6
746,0,2.000008374982588,0,0,3
747,0,2.000008374982588,0,0,9
748,0,2.000008374982588,0,0,9
749,0,2.000008374982588,0,0,6
750,0,2.000008374982588,0,0,4
751,0,2.000008374982588,0,0,9
752,0,2.000008374982588,0,0,8
753,1,0.3012872383623356,0,0,6
754,0,2.000008374982588,0,0,9
755,0,2.000008374982588,0,0,1
756,0,2.000008374982588,0,0,5
757,0,2.000008374982588,0,0,1
758,0,2.000008374982588,0,0,4
759,0,2.000008374982588,0,0,7
760,0,2.000008374982588,0,0,7
761,0,2.000008374982588,0,0,4
762,0,2.000008374982588,0,0,2
763,0,2.000008374982588,0,0,2
764,0,2.000008374982588,0,0,4
765,0,2.000008374982588,0,0,3
766,0,2.000008374982588,0,0,8
767,0,2.000008374982588,0,0,6
768,0,2.000008374982588,0,0,4
769,0,2.000008374982588,0,0,3
770,0,2.000008374982588,0,0,3
771,0,2.000008374982588,0,0,5
772,0,2.000008374982588,0,0,6
773,0,2.000008374982588,0,0,4
774,0,2.000008374982588,0,0,8
